idx,wid,content,uid,uname,likes,created_time,keyword
408,Ii6s9xVZP,愿平安,5048960551,沈沙SS,0,11月27日 09:56,高以翔
409,Ii6s9xVZP,回复@海底最深处的原住民:不是吧 我天,6263655306,-夏了南城之-,0,11月27日 09:55,高以翔
410,Ii6s9xVZP,回复@鹅吃面包:我也是 终极理想型,7042180714,胖虎爱生气,1,11月27日 09:55,高以翔
411,Ii6s9xVZP,还是这么好，不错,7014715555,印白蒯章夏山,0,11月27日 09:54,高以翔
412,Ii6s9xVZP,回复@周杰伦的小迷弟哟:因为就算是真的，在官方没发布正式声明消息之前，粉丝们也是不会信的，毕竟大家都希望自己爱豆好好的，这样你就会被他们骂，最后结果如果真如你所说，他们也会说那么轮不到你来说。如果结果与你说的相反，你反而会成为众矢之的被骂的更惨，所以，就静待结果就好，等官方出结果我们再讨论,3261751601,小滕小滕策马奔腾,0,11月27日 09:54,高以翔
413,Ii6s9xVZP,戏子当红罢了，这种破事都能上热搜，前两天香港的事咋没见那么多人积极,6314206516,好嗨哟H,0,11月27日 09:54,高以翔
414,Ii6s9xVZP,人高马大的怎么会突然晕倒,7328296711,黑白牙膏56800,0,11月27日 09:53,高以翔
415,Ii6s9xVZP,回复@陳-陈陈CHEN:我也是，我还纳闷呢,uchangfluency,你畅姐还是你畅姐,0,11月27日 09:53,高以翔
416,Ii6s9xVZP,回复@我是美儿的老公啦:是给观众看的,6018223080,皎皎白如野,0,11月27日 09:53,高以翔
417,Ii6s9xVZP,回复@0nename__:对啊。我都说了是节目组的问题啊,5501100400,是你的小那,0,11月27日 09:52,高以翔
418,Ii6s9xVZP,正在看遇见王沥川 一定要平平安安呀,pphirebluesj,haohao大灰森破,0,11月27日 09:50,高以翔
419,Ii6s9xVZP,希望他没事！！祈福,2010932041,Jaina-nnnn,0,11月27日 09:50,高以翔
420,Ii6s9xVZP,绝了！,7284686001,漓殇lilila酒笙清栀,0,11月27日 09:49,高以翔
421,Ii6s9xVZP,我给看成那个 澳大利亚出事的高什么来的了,2393851157,草莓味儿迷妹,0,11月27日 09:49,高以翔
422,Ii6s9xVZP,好忐忑等官宣。。。,6488531757,成小赳,0,11月27日 09:48,高以翔
423,Ii6s9xVZP,回复@一片云彩飘啊飘:看来应该没有脱离生命危险呢，不然经纪人应该会发声明让粉丝放心，这次事肯定会很严重了,3199560765,瘦成精致_小肥妞,0,11月27日 09:48,高以翔
424,Ii6s9xVZP,回复@C9H8O4x:,2262033657,小小文青敲美丽,0,11月27日 09:48,高以翔
425,Ii6s9xVZP,回复@来一打葡萄养乐多:真的是，终于有人说出来了，看得我都作呕,6593712030,空空97487,0,11月27日 09:48,高以翔
426,Ii6s9xVZP,我不信呀我不信我不信,5116990912,不太热心的颓废市民,0,11月27日 09:47,高以翔
427,Ii6s9xVZP,回复@家0Jasm:我只是针对你说跑步会不会出问题回复你的，我没说人性冷漠对不对，倒是你越说越激动了,5776008610,夭二山风风,0,11月27日 09:47,高以翔
428,Ii6s9xVZP,回复@来一打葡萄养乐多:我弟弟都吐了,6103032881,XXXJHXXXXXX,0,11月27日 09:45,高以翔
429,Ii6s9xVZP,回复@周杰伦的小迷弟哟:QAQ,6148447933,Karocy彤,0,11月27日 09:45,高以翔
430,Ii6s9xVZP,回复@今天也要保持可爱哟:释小龙的助理吧，就溺死了，浙江卫视真的没有心,6273953592,爱迪迦的小怪兽,3,11月27日 09:44,高以翔
431,Ii6s9xVZP,回复@souponly:我朋友给我发了张截图，上面说的是会心肺复苏的也不一定是医生……医生差不多15分钟左右来的 录综艺的明星有的跑吐过，吸氧过……天呐，现在消息有很多，也不知道有没有判断错误。这种强度的综艺，就没有医疗人员在旁边？,7036936754,吹啊吹啊吹啊吹啊2011,2,11月27日 09:44,高以翔
432,Ii6s9xVZP,,7279581825,尾戒的爱听寒,0,11月27日 09:44,高以翔
433,Ii6s9xVZP,回复@HakuMat:那从今天开始，别熬夜了,6690705018,hi绎心,0,11月27日 09:44,高以翔
434,Ii6s9xVZP,回复@HakuMat:大家都要健康快乐吖,5662158206,LLL诶诶,0,11月27日 09:43,高以翔
435,Ii6s9xVZP,回复@是你的小那:人家的意思是，十五分钟来救护人员就有问题。不是说救护车慢，是说他们节目组没给配备专业救护,6148447933,Karocy彤,0,11月27日 09:43,高以翔
436,Ii6s9xVZP,回复@souponly:朋友们 国际心肺复苏指南5年改版一次 2015是最新改版 4～6分钟黄金时段及时救治存活几率较高 所以俗称黄金6分钟,2929596193,芥末多辣,8,11月27日 09:43,高以翔
437,Ii6s9xVZP,回复@李天天Jason:这是什么极限真人秀吗………综艺就是要让人开心的，你说搞那么极限干什么，《全员加速中》好多了,lokujiang,Ibie木彡,3,11月27日 09:42,高以翔
438,Ii6s9xVZP,回复@0竹林清趣0:嗯嗯对，刚开始前排全是sq,5650688454,·Uranus·,0,11月27日 09:42,高以翔
439,Ii6s9xVZP,回复@souponly:剧烈运动的同时还在熬夜呢，我也是医学生，但是不是临床专业，猝死的原因什么的我也不清楚，但是就我自己而言，平常睡晚了就会觉得胸闷气短，如果让我凌晨一两点去体测跑八百，我觉得不行,5648676959,汎汎今天更好了吗,2,11月27日 09:40,高以翔
440,Ii6s9xVZP,回复@pddjjj:人家也没说错啥啊…不就举个例子…,6148447933,Karocy彤,5,11月27日 09:40,高以翔
441,Ii6s9xVZP,回复@Cici佳无糖:额已去世 事实 接受不了也罢,9944738,周杰伦的小迷弟哟,0,11月27日 09:40,高以翔
442,Ii6s9xVZP,回复@李天天Jason:就是啊 女艺人更加受不了的 争取不懂那么说就跑来跑的人是什么心理,3829617335,shuangshuang0523,3,11月27日 09:40,高以翔
443,Ii6s9xVZP,回复@souponly:对 但是如果没有AED也挺难的,5127451466,灯照云起,0,11月27日 09:40,高以翔
444,Ii6s9xVZP,回复@周杰伦的小迷弟哟:滚,5297861563,Cici佳无糖,0,11月27日 09:39,高以翔
445,Ii6s9xVZP,回复@souponly:靠，昨天三点睡的我瑟瑟发抖,6148447933,Karocy彤,0,11月27日 09:39,高以翔
446,Ii6s9xVZP,回复@皮蛋馅汤圆:人已去世 这是事实 还有嘴巴放干净点 忘记刷牙了吗,9944738,周杰伦的小迷弟哟,0,11月27日 09:39,高以翔
447,Ii6s9xVZP,不认识这名字,3296598430,会弹琴的月月鸟,0,11月27日 09:39,高以翔
448,Ii6s9xVZP,回复@LLL诶诶:谢谢你  下半生指望这十二字金玉良言活了,6453733138,HakuMat,0,11月27日 09:39,高以翔
449,Ii6s9xVZP,回复@pddjjj:人家说错啥了搞笑,5228989516,叁马爱睡觉,8,11月27日 09:39,高以翔
450,Ii6s9xVZP,回复@詹姆斯韦德先生:你半夜两点去进行这种高强度锻炼？,7248249838,kingboi赞比,1,11月27日 09:39,高以翔
451,Ii6s9xVZP,祈祷，加油[加油]，曾经最爱王沥川…,3096521657,小羊咩咩咩_48791,0,11月27日 09:38,高以翔
452,Ii6s9xVZP,回复@souponly:是的，半个月前我叔叔心脏突然骤停，就是错过了黄金抢救时间，后来人没了。,2924618245,大象的娃娃,0,11月27日 09:38,高以翔
453,Ii6s9xVZP,回复@周杰伦的小迷弟哟:既然说了等官方就闭嘴 内部消息你🐴呢？,6124179005,皮蛋馅汤圆,1,11月27日 09:38,高以翔
454,Ii6s9xVZP,回复@网络饿霸xyz:靠 我见过熬夜猝死的同学 跑步猝死的新闻 接下来我又要在喝酒的时候小心翼翼了 好可怕,6453733138,HakuMat,1,11月27日 09:38,高以翔
455,Ii6s9xVZP,祈祷王沥川🙏🙏🙏平平安安,1993226,Amanda变身中,0,11月27日 09:38,高以翔
456,Ii6s9xVZP,回复@苏兮只爱坤哥哥:后期也要时间，节目组是没安排好时间就播还是综艺都这样呀？,6821057648,线粒体L,1,11月27日 09:38,高以翔
457,Ii6s9xVZP,祈祷，保佑。圈内艺人真的是昼夜不分，很多艺人凌晨还在排练拍戏真的虽然比我们挣得多，但是身体才是革命的本钱。🙏🙏🙏🙏,enwen15,七月的风和你,0,11月27日 09:38,高以翔
458,Ii6s9xVZP,他一定没事的，大家为他祈祷吧,5315568426,Heartai,0,11月27日 09:38,高以翔
459,Ii6s9xVZP,回复@souponly:是的,8773328,韩婷玉儿,0,11月27日 09:38,高以翔
460,Ii6s9xVZP,,6286324780,一朵没粉的花,0,11月27日 09:38,高以翔
461,Ii6s9xVZP,感觉像韩剧里拍的那样，公众的愤怒只是一时，重要的是借机提升自己节目的收视率。不想着如何对公众交代，反而在啃人血馒头。蓝台做个人吧。 ,6367132191,仙女风格,0,11月27日 09:37,高以翔
462,Ii6s9xVZP,回复@把翟潇闻兜进口袋:那肯懂很赶，连夜录制太惨了,6821057648,线粒体L,1,11月27日 09:37,高以翔
463,Ii6s9xVZP,回复@洛阳小甜豆:人已去世,9944738,周杰伦的小迷弟哟,0,11月27日 09:37,高以翔
464,Ii6s9xVZP,回复@HakuMat:早睡早起 锻炼身体 饮食规律,5662158206,LLL诶诶,1,11月27日 09:37,高以翔
465,Ii6s9xVZP,回复@莹姐什么时候和裴叔分手:人已去世,9944738,周杰伦的小迷弟哟,0,11月27日 09:37,高以翔
466,Ii6s9xVZP,回复@周放的小情人:这个节目是真的累人啊，强度本来就存在争议，什么竞技综艺需要下过雨的路一个人被四个人追，让女孩子爬70米的楼再滑下来，八点录到凌晨四点，就算是天天运动的人也不一定扛得住，何况连轴转的艺人。别说什么不请艺人，这节目就是靠艺人撑的收视率。,5567398046,llioubhyuna,3,11月27日 09:37,高以翔
467,Ii6s9xVZP,回复@小滕小滕策马奔腾:ojbk,9944738,周杰伦的小迷弟哟,0,11月27日 09:37,高以翔
468,Ii6s9xVZP,回复@寒梁沐月-:事实 谢谢,9944738,周杰伦的小迷弟哟,0,11月27日 09:37,高以翔
469,Ii6s9xVZP,回复@HakuMat:就多休息别剧烈运动 心情起伏别太大？反正我有一个朋友的哥哥是喝酒喝的猝死了。。。,2782600895,网络饿霸xyz,1,11月27日 09:37,高以翔
470,Ii6s9xVZP,回复@pddjjj:高强度的体力消耗铁打的人也受不了啊，现在的综艺唉,5241028465,西暮烟都,7,11月27日 09:37,高以翔
471,Ii6s9xVZP,回复@是你的小那:救护车就在现场，他们有必备的医护人员和一定的医疗设备，要不是旁边嘉宾吆喝，人早没了,3988098735,狗头嗷,1,11月27日 09:36,高以翔
472,Ii6s9xVZP,回复@Ashleycong:没文化真可怕,9944738,周杰伦的小迷弟哟,0,11月27日 09:36,高以翔
473,Ii6s9xVZP,回复@陳-陈陈CHEN:我一直在回想是哪一个,enwen15,七月的风和你,2,11月27日 09:36,高以翔
474,Ii6s9xVZP,回复@HakuMat:我也,3733856964,干啥啥不行吃饭第一名y,0,11月27日 09:36,高以翔
475,Ii6s9xVZP,希望没事啊啊啊啊🙏🙏🙏,5544786185,火星会不会发生地震,0,11月27日 09:36,高以翔
476,Ii6s9xVZP,回复@夏星zsf:缺氧性休克不会到现在还没有通告的,1670990490,丷卡卡罗特丷,0,11月27日 09:36,高以翔
477,Ii6s9xVZP,回复@陳-陈陈CHEN:我也是，我还在想他怎么还可以录综艺,5519882396,五好差生,3,11月27日 09:36,高以翔
478,Ii6s9xVZP,？？？不要啊，这节目为什么这么可怕？,2903412862,你会秃头的,0,11月27日 09:36,高以翔
479,Ii6s9xVZP,现在快节奏生活，人🐴 太脆弱了，祈祷🙏🏻,5023175609,方丽豪,0,11月27日 09:36,高以翔
480,Ii6s9xVZP,回复@韩婷玉儿:听着害怕。愿平安！,3588427147,乔木七七,1,11月27日 09:36,高以翔
481,Ii6s9xVZP,回复@韩婷玉儿:问题是这些截图到底真不真实呢 都有待确认,2929596193,芥末多辣,2,11月27日 09:36,高以翔
482,Ii6s9xVZP,回复@断舍离142857:不是去不去的问题，是这节目本身就有问题，你试试半夜做极限运动，我学校体测八百米我都觉得累,6258292176,龙景茶7,2,11月27日 09:36,高以翔
483,Ii6s9xVZP,回复@8我的小太阳8:不会吧，什么节目？,3632227323,zxzyzzhi,0,11月27日 09:36,高以翔
484,Ii6s9xVZP,会没事的🙏,ndan1213,瀛子夜,0,11月27日 09:35,高以翔
485,Ii6s9xVZP,回复@周杰伦的小迷弟哟:给老子换个头像换个名字再出来，别特么带着周杰伦去黑,5173847213,寒梁沐月-,0,11月27日 09:35,高以翔
486,Ii6s9xVZP,演艺圈工作时间和劳动法完全脱钩，法外之地。,1293618444,orange7tea,0,11月27日 09:35,高以翔
487,Ii6s9xVZP,回复@长孙_燃:是的难过,6576936221,鹅吃面包,0,11月27日 09:35,高以翔
488,Ii6s9xVZP,回复@大傻二傻cc:你医院有人呀！,3017046,小玉儿11111,0,11月27日 09:35,高以翔
489,Ii6s9xVZP,回复@陳-陈陈CHEN:我也是,2264536224,-baby沈,1,11月27日 09:35,高以翔
490,Ii6s9xVZP,回复@詹姆斯韦德先生:谁大半夜还会去跑步的，凌晨一点让艺人出来跑，毁人健康，你就会拿个键盘挥,6167573255,陌玉凉,1,11月27日 09:35,高以翔
491,Ii6s9xVZP,回复@周杰伦的小迷弟哟:在一切信息没公布前，话最好不要乱说，就算是真的也别说，冲了这么多年浪了这点道理还不懂吗？,3261751601,小滕小滕策马奔腾,1,11月27日 09:35,高以翔
492,Ii6s9xVZP,可能真的出事了，要不这微信聊天记录，怎么开始甩锅了呢,5366031126,Miki_Freeman,0,11月27日 09:35,高以翔
493,Ii6s9xVZP,回复@有缘再见笑着问候:不是，那个是高云翔,6103669603,艾特-小樣,0,11月27日 09:35,高以翔
494,Ii6s9xVZP,回复@周杰伦的小迷弟哟:希望没事,2264536224,-baby沈,0,11月27日 09:35,高以翔
495,Ii6s9xVZP,回复@青青o_Ow:而且全员加速基本两小时录完，早起比较多，也不太熬夜（当时追TF，期期蹲）,3308227643,一树枫叶弹弹弹,5,11月27日 09:35,高以翔
496,Ii6s9xVZP,这个节目适合找素人参加，明星身体素质扛不住的。而且是夜里录制，太容易出事了。,7091570322,timoxp,0,11月27日 09:35,高以翔
497,Ii6s9xVZP,回复@souponly:@拾七00 omg,h1998,倒霉蛋548,0,11月27日 09:35,高以翔
498,Ii6s9xVZP,回复@大傻二傻cc:不是说抢救过来了吗,5980161877,YYYYHK,0,11月27日 09:35,高以翔
499,Ii6s9xVZP,回复@周杰伦的小迷弟哟:呸呸呸,5230385974,王月yeah,0,11月27日 09:35,高以翔
500,Ii6s9xVZP,回复@哈尔爱王同学:等下就会官方宣布,9944738,周杰伦的小迷弟哟,0,11月27日 09:34,高以翔
501,Ii6s9xVZP,回复@粉红Lily酱:和你一样的心情,2631781015,霏霖妈妈屯小王,0,11月27日 09:34,高以翔
502,Ii6s9xVZP,回复@周放的小情人:这个节目真的各项运动太刺激了 不太适合正常人 极限运动员还行,3878026138,童童童学,1,11月27日 09:34,高以翔
503,Ii6s9xVZP,回复@nxkxhiii:这个节目组都没有救护车医生之类的配备吗？明明是高强度的运动,7300618663,简_简_简洁,3,11月27日 09:34,高以翔
504,Ii6s9xVZP,那天看了一期，确实挺累的，这种节目我觉得安全措施真的特别重要,1772516335,我叫皮特他叫鲍勃,0,11月27日 09:34,高以翔
505,Ii6s9xVZP,回复@HakuMat:有可能自身本来就有心脏疾病 只是自己不知道而已,8773328,韩婷玉儿,2,11月27日 09:34,高以翔
506,Ii6s9xVZP,回复@少女阿沁:相信事实好不好 等下就会官方宣布,9944738,周杰伦的小迷弟哟,2,11月27日 09:34,高以翔
507,Ii6s9xVZP,他要没事你就有事奥,5619277732,莹姐什么时候和裴叔分手,0,11月27日 09:34,高以翔
508,Ii6s9xVZP,一直在撤热搜，撤完#高以翔怎么了# 再撤#追我吧# ，shit狗屎节目，无良媒体。,ngxiaoronger,Sharonwisme,0,11月27日 09:34,高以翔
509,Ii6s9xVZP,回复@别枝别枝:上去,3594547953,Yockm2,0,11月27日 09:34,高以翔
510,Ii6s9xVZP,为什么一直降rs，蓝台真的不是第一次了，一定要重视起来，真的希望人没事，弄节目，最重要的应该也还是艺人的人身安全吧 ,6367132191,仙女风格,2,11月27日 09:34,高以翔
511,Ii6s9xVZP,回复@pddjjj:放大这个甜橙芒果的头像我吐了🤮,2264536224,-baby沈,7,11月27日 09:34,高以翔
512,Ii6s9xVZP,回复@周杰伦的小迷弟哟:滚滚滚滚滚,w1998,洛阳小甜豆,0,11月27日 09:34,高以翔
513,Ii6s9xVZP,希望没事,5360725284,后青春的诗icon,0,11月27日 09:34,高以翔
514,Ii6s9xVZP,回复@souponly:我想问一下 猝死的原因到底是什么呢 有什么可以防范吗……自从我初中知道这个词以来 已经惴惴不安的活了十几年了 跑步佳恩熬夜都担忧自己猝死,6453733138,HakuMat,8,11月27日 09:34,高以翔
515,Ii6s9xVZP,回复@周杰伦的小迷弟哟:大家真的别骂了，都希望他能没事,6006262493,铃木希良梨,1,11月27日 09:34,高以翔
516,Ii6s9xVZP,回复@Lee61776:反正就是通关游戏，你追我赶的,5519882396,五好差生,0,11月27日 09:34,高以翔
517,Ii6s9xVZP,回复@鹅吃面包:我第一反应就是s一定很震惊,6729833875,长孙_燃,1,11月27日 09:34,高以翔
518,Ii6s9xVZP,回复@周杰伦的小迷弟哟:死yxh,6447814599,Ashleycong,1,11月27日 09:34,高以翔
519,Ii6s9xVZP,回复@大傻二傻cc:你又是听哪个人说的呢,3083889627,依Eo3o,0,11月27日 09:34,高以翔
520,Ii6s9xVZP,再平时有锻炼身体，也要在作息规律下运动啊。熬夜，大半夜跑步，很容易诱发低血糖类的,6037926459,YJ小嘻,0,11月27日 09:34,高以翔
521,Ii6s9xVZP,心脏骤停有一部分可能是过于疲劳，娱乐圈的基本都不太能睡觉,6561986549,舍俞牛仔,0,11月27日 09:34,高以翔
522,Ii6s9xVZP,回复@来一打葡萄养乐多:都是微博自己养的还有乱七八糟的yxh 热门下面这么多擦边街拍乱七八糟的热门个🐔没几条评论还热门,3627698062,YYYuki啊,0,11月27日 09:34,高以翔
523,Ii6s9xVZP,回复@·Uranus·:你前排换人了？,3938574339,0竹林清趣0,0,11月27日 09:34,高以翔
524,Ii6s9xVZP,祈祷 一定要没事 平平安安。,3474841852,摸头怪,0,11月27日 09:33,高以翔
525,Ii6s9xVZP,回复@souponly:我一直以为是八分钟,3761363013,Xin-lalala,0,11月27日 09:33,高以翔
526,Ii6s9xVZP,回复@大傻二傻cc:大家潜意识都不愿相信啊 哎,3083889627,依Eo3o,0,11月27日 09:33,高以翔
527,Ii6s9xVZP,回复@souponly:就我重症监护室工作的经验来看 如果是按照新闻里说的复苏了15分钟复跳的话，基本可以确定醒不过来了,8773328,韩婷玉儿,9,11月27日 09:33,高以翔
528,Ii6s9xVZP,回复@pddjjj:感觉说的没什么问题啊？？？？就是表达身体素质很好的人都会累趴下了，节目组的运动强度太大了！！并没有说不运动的人是高以翔吧……,3279277631,扎心大姐姐,8,11月27日 09:33,高以翔
529,Ii6s9xVZP,回复@詹姆斯韦德先生:夜里是休息的时间，连夜录制节目，还要跑步，违反人类的基本作息规律，你跟我说这不是节目的问题？,5650266792,晚风轻抚夜来香,4,11月27日 09:33,高以翔
530,Ii6s9xVZP,看到他就想到沥川,2950673263,Hxin然,0,11月27日 09:33,高以翔
531,Ii6s9xVZP,回复@线粒体L:对,6492567599,苏兮只爱坤哥哥,0,11月27日 09:33,高以翔
532,Ii6s9xVZP,已经没事了吧,2703763961,杭州软装全案设计BabyKwei,0,11月27日 09:33,高以翔
533,Ii6s9xVZP,这节目确实存在很大安全问题,5457558330,DEVILINTHEHELL,0,11月27日 09:33,高以翔
534,Ii6s9xVZP,请保佑他没事,5972833457,ISL11Y,1,11月27日 09:33,高以翔
535,Ii6s9xVZP,一定要没事！,2707785444,konata此方yu,0,11月27日 09:33,高以翔
536,Ii6s9xVZP,,6872427233,南浮电池3087,0,11月27日 09:33,高以翔
537,Ii6s9xVZP,回复@周放的小情人:好多给节目组洗白的小号啊 吐了,6457572829,拍皂片给你喔,5,11月27日 09:33,高以翔
538,Ii6s9xVZP,哥哥一定要没事啊！！！,6963255549,锅碗碟瓢盆,0,11月27日 09:33,高以翔
539,Ii6s9xVZP,回复@来一打葡萄养乐多:我已经举报好几天了 看见就举报 评论配图,YAGnay,渡鶴鸢,0,11月27日 09:33,高以翔
540,Ii6s9xVZP,回复@夏末凉汐:阿姨还有别的词吗？,5643758684,何蛋蛋犬次郎,0,11月27日 09:33,高以翔
541,Ii6s9xVZP,回复@村头打铁的邹彭湃:放你妈的p 不信就拉鸡巴倒 等下就等官方宣布,9944738,周杰伦的小迷弟哟,0,11月27日 09:33,高以翔
542,Ii6s9xVZP,回复@李豆儿WoW:我是联系聊天记录发的言，您要是不了解就请别说话,6653186102,周放的小情人,0,11月27日 09:33,高以翔
543,Ii6s9xVZP,一定要没事,5928766841,MT长兔牙了,1,11月27日 09:33,高以翔
544,Ii6s9xVZP,希望他可以平安醒来，有点吓人,1744270173,莎拉曼达,1,11月27日 09:33,高以翔
545,Ii6s9xVZP,你的身体素质一向很棒的，我相信，你一定会没事儿,5413608328,桔子冷哇,0,11月27日 09:33,高以翔
546,Ii6s9xVZP,回复@陳-陈陈CHEN:我也,1862456263,大左爷的小橙纸,1,11月27日 09:33,高以翔
547,Ii6s9xVZP,回复@周杰伦的小迷弟哟:其实...我也看到了，不能相信而已,6006262493,铃木希良梨,4,11月27日 09:33,高以翔
548,Ii6s9xVZP,肯定会没事的,6736304557,隔壁家的那个男孩,0,11月27日 09:33,高以翔
549,Ii6s9xVZP,希望没事,5578525222,angelacherly,1,11月27日 09:33,高以翔
550,Ii6s9xVZP,回复@优秀的田甜甜:我看了这个 我佛了,5620644244,Aprender-,0,11月27日 09:33,高以翔
551,Ii6s9xVZP,快快好起来🙏🙏🙏,1960295844,Rose罗思,0,11月27日 09:33,高以翔
552,Ii6s9xVZP,,5074004429,西米西米3255,0,11月27日 09:33,高以翔
553,Ii6s9xVZP,回复@Q全全:是你走了就好了,7263820023,青峰的小宇宙,0,11月27日 09:33,高以翔
554,Ii6s9xVZP,祈祷平安！！,2440838713,童话小姐Mi,0,11月27日 09:33,高以翔
555,Ii6s9xVZP,回复@肖战的海绵宝宝鸭SY:浙江卫视录节目出了名的 时间长久算了 大半夜还让嘉宾高强度玩游戏 我杰哥上次也是晕倒了几分钟 还好没出啥事,1813828815,喵嘞个咪89,3,11月27日 09:33,高以翔
556,Ii6s9xVZP,回复@周杰伦的小迷弟哟:刚看了 没黑丫 官方不发声明百度是一会黑的 你以为百度是神仙丫,6337615257,哈尔爱王同学,0,11月27日 09:33,高以翔
557,Ii6s9xVZP,回复@名字不是会员可以免费改五次:4～6min 参考2015版CPR指南,2929596193,芥末多辣,1,11月27日 09:33,高以翔
558,Ii6s9xVZP,回复@是你的小那:要是准备好医护人员需要这么久?,3476826985,0nename__,2,11月27日 09:33,高以翔
559,Ii6s9xVZP,回复@周杰伦的小迷弟哟:把名字和头像换了再bb ok ?不要带着头像带节奏？？这话能乱说？？？,3861343611,少女阿沁,0,11月27日 09:33,高以翔
560,Ii6s9xVZP,希望没事,2707785444,konata此方yu,0,11月27日 09:33,高以翔
561,Ii6s9xVZP,回复@来一打葡萄养乐多:上去,5913777713,DYS-YL,0,11月27日 09:33,高以翔
562,Ii6s9xVZP,到现在还没出来报平安，急死人了,2531863585,随愿来,0,11月27日 09:32,高以翔
563,Ii6s9xVZP,回复@简单到飞起:我每次都举报没有封一次号,6049064118,夏天北辰1921,0,11月27日 09:32,高以翔
564,Ii6s9xVZP,希望他没事,2996078137,Miss姜吖,1,11月27日 09:32,高以翔
565,Ii6s9xVZP,好人平安，🙏🙏🙏,6203003856,嬉游终日夕,0,11月27日 09:32,高以翔
566,Ii6s9xVZP,就木子洋洋不知道高以翔是谁吗,6091394647,宝贝是傻瓜啊,0,11月27日 09:32,高以翔
567,Ii6s9xVZP,回复@longxinyou1991:你这样说太严重了,6653186102,周放的小情人,0,11月27日 09:32,高以翔
568,Ii6s9xVZP,希望没事🙏,6798111945,finfinyu,0,11月27日 09:32,高以翔
569,Ii6s9xVZP,回复@鹅吃面包:儒雅两个字，只有他配得上。,2570167955,snow0773,2,11月27日 09:32,高以翔
570,Ii6s9xVZP,第一次看这个综艺的时候 都觉得竟然让男孩女孩跑一样的赛程 那女生得多挑战极限啊。并且全程毫无笑点 就在那里看明星累死累活 主要是这样也起不到锻炼的目的 为什么要把人这么成这样呢。节目组反思吧,5373106632,NuTBaBE,0,11月27日 09:32,高以翔
571,Ii6s9xVZP,回复@李天天Jason:第一期丞因为恐高，不敢爬楼，就被骂很惨，其实这节目真心很考体力,2088268067,丞家凝凝七,39,11月27日 09:32,高以翔
572,Ii6s9xVZP,为什么不是肖战,7174223572,兄弟有点二er,0,11月27日 09:32,高以翔
573,Ii6s9xVZP,回复@来一打葡萄养乐多:我每次都举报！举报他账号可是根本没有用！！！！渣浪也不封号，渣浪没有❤,6049064118,夏天北辰1921,0,11月27日 09:32,高以翔
574,Ii6s9xVZP,回复@常藤姑娘:？互联网时代也不能随便造谣呀朋友,5657505092,嗯嗯哈哈哟哟哟,0,11月27日 09:32,高以翔
575,Ii6s9xVZP,回复@一只特立独行的张小远:如果是假的 节目组早报平安了。。。,6386799355,从此加入单身行列,1,11月27日 09:32,高以翔
576,Ii6s9xVZP,回复@何蛋蛋犬次郎:滚远点！跟些白痴说浪费时间！废青,6630646930,夏末凉汐,0,11月27日 09:32,高以翔
577,Ii6s9xVZP,回复@周放的小情人:别的嘉宾都跑吐了 感觉还挺自豪的样子？？？,1862591954,小精灵966,7,11月27日 09:32,高以翔
578,Ii6s9xVZP,说实话这个节目出来的时候我真心无语……还能不能有点新意了,5495685721,ManGyeong,0,11月27日 09:32,高以翔
579,Ii6s9xVZP,这一般人没经过训练根本受不了，别看你是什么体格，这相当于障碍跑啊，有氧无氧加在一起，而且一晚上要跑好几次，时间都后半夜也真是叼。,6227584284,THeobaldAaRon,0,11月27日 09:32,高以翔
580,Ii6s9xVZP,回复@周杰伦的小迷弟哟:希望你说的是假的，不喜欢黑白,6180397126,牛肉狂热女,0,11月27日 09:32,高以翔
581,Ii6s9xVZP,回复@周杰伦的小迷弟哟:真的假的，天哪,6203067470,莉奈的釜山甜兔兔,0,11月27日 09:32,高以翔
582,Ii6s9xVZP,回复@pddjjj:我觉得你们评论很搞笑,6713852992,llllllly6120,8,11月27日 09:32,高以翔
583,Ii6s9xVZP,回复@pddjjj:我怎么觉得他这句话就是在说节目压力大啊？不是说了锻炼都受不了，不锻炼的人肯定更受不了吗？这不是友军吗？,ndy5449,全世界最好的Angelababy,11,11月27日 09:32,高以翔
584,Ii6s9xVZP,高以翔你一定要好好的!!!,6288070291,今年夏天有点甜q,0,11月27日 09:31,高以翔
585,Ii6s9xVZP,回复@来一打葡萄养乐多:yxh啥意思？？能不能不要简写,6933323483,三水代购Vx2761787927,0,11月27日 09:31,高以翔
586,Ii6s9xVZP,回复@陳-陈陈CHEN:我也是,5817716853,橘子粥123,1,11月27日 09:31,高以翔
587,Ii6s9xVZP,不会吧,2451485313,郑郑汉汉琳琳,0,11月27日 09:31,高以翔
588,Ii6s9xVZP,回复@周杰伦的小迷弟哟:有病,6327798290,穿过西风和山河,0,11月27日 09:31,高以翔
589,Ii6s9xVZP,要平安🙏,2051051637,夏千蕙子,0,11月27日 09:31,高以翔
590,Ii6s9xVZP,回复@周放的小情人:洗白而已,3406880,爱吃鸡肉不爱吃鸡皮,1,11月27日 09:31,高以翔
591,Ii6s9xVZP,盲目跟风的无脑节目害人害己。,5635563085,天下·汤汤,0,11月27日 09:31,高以翔
592,Ii6s9xVZP,这个节目真的是够了 看了两三期真的是明星都太拼了 千万不要有事,1930269337,14號作女,0,11月27日 09:31,高以翔
